date,start,unadjusted,pct_change,adjusted,normalised,monthly,debt,color,stocks,restaurant,portfolio,inflation,housing,dow_jones,revenue,economics,credit,markets,return,unemployment,money,religion,cancer,growth,investment,hedge,marriage,bonds,derivatives,headlines,profit,society,leverage,loss,cash,office,fine,stock_market,banking,crisis,happy,car,nasdaq,gains,finance,sell,invest,fed,house,metals,travel,returns,gain,default,present,holiday,water,rich,risk,gold,success,oil,war,economy,chance,lifestyle,greed,food,movie,nyse,ore,opportunity,health,earnings,arts,culture,bubble,buy,trader,tourism,politics,energy,consume,consumption,freedom,dividend,world,conflict,kitchen,forex,home,transaction,garden,fond,train,labor,fun,environment,ring,close
2005-03-05,0,47,0.56,9,2,11.741935483870964,10,13,13,61,17,22,31,0,21,13,46,50,23,2,24,32,42,36,47,22,6,11,2,10,24,63,2,46,800,36,38,5,9,22,4,61,3,27,17,60,17,11,28,15,45,10,18,36,47,4,12,13,31,11,13,19,22,22,5,39,1,31,40,0,26,9,16,2,43,11,28,17,41,50,7,37,32,16,25,28,15,14,41,11,46,63,38,23,22,4,49,11,46,10940.5498046875
2005-03-06,0,54,1.15,11,2,11.67741935483871,10,18,15,48,32,34,42,0,14,17,37,30,22,5,26,41,46,38,36,11,7,8,3,8,15,73,1,41,800,35,37,5,7,17,3,57,4,35,15,57,17,9,30,16,41,14,18,23,62,4,12,17,48,11,22,19,25,30,6,42,1,33,37,0,22,15,15,8,37,14,34,18,37,41,6,39,32,24,26,8,15,22,44,4,52,37,39,31,21,4,55,19,47,10940.5498046875
2005-03-07,0,67,1.24,13,3,11.612903225806456,15,14,14,40,23,42,48,0,22,19,49,40,20,8,24,53,49,56,60,22,9,11,3,4,35,75,1,42,800,53,28,6,13,32,3,54,8,53,25,44,9,17,28,30,41,11,30,35,55,5,13,14,57,10,17,19,28,30,4,35,1,34,24,0,32,14,26,8,44,21,28,14,35,44,11,43,38,23,33,21,15,26,34,6,44,50,32,27,20,6,39,23,40,10936.8603515625
2005-03-08,0,72,1.07,14,3,11.548387096774194,13,15,13,41,23,30,45,0,23,24,47,40,25,5,22,52,57,62,56,28,9,11,2,6,32,77,1,45,700,47,26,7,12,28,3,53,5,37,28,40,18,20,26,32,42,13,19,38,50,4,12,15,49,10,26,18,28,32,4,36,1,30,24,0,32,16,25,7,42,22,30,13,27,50,10,47,18,20,33,21,15,35,36,9,44,56,31,26,20,6,47,26,39,10912.6201171875
2005-03-09,0,76,1.06,15,3,11.483870967741936,13,16,14,45,27,36,44,0,26,20,49,54,19,5,25,49,61,50,50,19,9,10,2,7,31,78,1,43,800,50,27,4,15,24,3,53,7,28,28,48,25,17,28,31,42,19,18,40,55,4,13,16,55,10,19,18,28,33,7,23,1,32,23,0,21,16,24,5,45,22,34,14,30,46,11,43,25,28,31,25,15,28,32,4,41,85,31,14,19,5,47,28,45,10805.6201171875
2005-03-10,0,77,1.01,15,3,11.419354838709678,16,15,14,45,24,46,45,0,23,22,50,34,20,4,26,45,47,49,52,25,7,11,3,8,23,81,1,42,700,49,30,7,11,25,3,53,9,43,26,42,14,16,27,34,39,19,27,43,53,4,13,10,51,9,20,19,28,31,5,31,1,35,22,0,18,12,24,7,38,21,33,14,31,36,11,46,39,28,26,12,14,45,33,5,39,73,31,28,19,5,47,27,43,10851.509765625
2005-03-11,0,54,0.7,11,2,11.35483870967742,11,13,15,51,23,42,41,0,21,17,50,33,22,5,25,38,59,42,55,28,7,10,2,9,30,73,1,43,700,46,27,6,12,26,3,53,8,28,23,42,20,17,27,26,37,13,20,38,45,5,11,13,52,8,21,18,26,27,3,17,0,28,30,0,19,11,22,7,41,18,36,14,37,43,9,45,54,19,27,23,14,27,30,2,41,44,32,28,20,5,50,22,44,10774.3603515625
2005-03-12,0,44,0.81,9,2,11.290322580645164,6,14,8,54,14,44,32,0,18,16,43,40,26,3,23,36,44,32,41,20,6,7,2,3,23,57,1,42,900,38,28,6,8,14,3,57,3,23,18,48,15,15,27,8,38,30,21,35,59,4,11,12,27,11,15,18,19,20,5,23,1,30,40,0,13,7,15,4,39,12,28,17,25,38,5,28,31,33,22,22,16,32,36,5,45,36,37,15,28,3,50,14,51,10774.3603515625
2005-03-13,0,46,1.05,9,2,11.225806451612904,12,17,13,46,15,28,31,0,16,20,35,20,21,4,22,45,39,51,37,13,9,8,1,3,27,67,1,45,700,33,38,3,7,24,4,59,2,32,15,44,18,10,27,15,41,15,27,34,56,4,12,12,36,11,20,16,26,20,4,21,2,31,37,0,26,8,15,5,39,21,33,17,33,39,9,26,31,33,28,19,15,42,47,12,49,27,42,30,24,4,46,19,54,10774.3603515625
2005-03-14,0,59,1.28,11,3,11.161290322580648,13,16,14,41,25,40,43,0,26,19,46,37,23,6,22,60,63,50,49,26,8,9,2,11,35,81,1,49,800,49,37,6,12,31,3,53,7,21,24,43,20,13,28,28,43,15,22,31,44,5,13,13,50,10,23,19,28,33,4,27,1,36,26,0,39,10,24,6,45,22,28,14,34,42,10,43,38,24,30,26,15,33,28,6,45,36,32,14,20,5,41,21,44,10804.509765625
2005-03-15,0,64,1.08,12,3,11.096774193548386,13,14,14,46,18,26,44,0,26,20,48,35,23,6,24,53,59,50,44,20,8,10,2,5,31,71,1,44,800,47,27,6,12,28,3,50,9,41,27,36,18,12,28,26,41,20,27,40,57,5,14,15,68,11,24,18,28,30,6,33,0,33,23,0,18,15,25,7,43,20,30,14,25,48,8,50,37,21,36,21,15,35,31,5,42,46,33,27,21,5,40,27,44,10745.099609375
2005-03-16,0,89,1.39,17,4,11.032258064516126,13,16,17,42,20,41,38,0,25,20,45,40,20,5,25,49,51,51,48,21,9,10,2,11,28,80,2,39,700,48,31,7,12,24,3,51,10,37,27,36,18,14,27,26,41,22,20,41,68,5,12,15,62,10,23,18,28,30,6,37,1,32,23,0,26,14,23,6,40,22,30,14,37,44,8,47,50,23,28,21,15,37,32,8,43,68,27,23,17,5,49,19,45,10633.0703125
2005-03-17,0,68,0.76,13,3,10.967741935483874,13,15,15,46,27,47,40,0,21,15,45,37,23,5,23,52,56,47,45,27,8,12,2,9,16,75,1,45,800,46,26,6,11,31,4,52,11,23,24,44,13,18,27,21,35,19,22,34,72,5,12,18,48,10,25,22,30,22,5,38,1,33,24,0,27,14,24,6,38,20,38,13,28,44,8,48,52,27,33,19,15,42,33,7,41,45,27,47,20,6,49,19,48,10626.349609375
2005-03-18,0,59,0.87,11,3,10.903225806451614,11,15,16,51,30,40,37,0,19,20,45,37,22,5,21,46,57,45,50,21,8,11,2,6,17,72,1,47,700,45,32,5,11,25,4,53,6,28,27,40,15,15,27,22,36,11,18,42,68,5,12,16,46,9,21,21,27,24,4,19,2,32,32,0,18,12,21,5,42,17,28,15,32,44,8,47,21,26,25,28,15,35,27,15,41,57,31,35,21,5,49,24,74,10629.669921875
2005-03-19,0,58,0.98,11,3,10.838709677419352,8,15,10,56,20,25,39,0,19,12,38,27,19,4,23,31,39,35,34,10,8,10,1,3,20,55,2,42,800,33,37,6,7,19,4,61,7,35,18,52,13,15,28,15,40,17,16,30,43,4,11,13,27,10,24,20,24,20,6,35,0,28,43,0,26,11,15,3,38,11,32,17,30,45,7,26,32,31,26,22,15,14,37,9,49,37,39,38,22,4,51,14,80,10629.669921875
2005-03-20,0,55,0.95,11,2,10.774193548387096,8,15,11,48,20,37,39,0,19,17,36,43,24,4,24,45,36,40,36,18,7,11,3,3,24,56,2,42,700,30,36,4,6,24,3,56,4,48,13,56,14,10,30,14,36,21,23,30,56,5,13,15,36,12,23,19,28,27,3,27,1,28,39,0,13,7,15,4,39,13,28,18,43,41,6,28,33,31,33,17,16,25,47,14,49,24,40,16,22,4,55,17,81,10629.669921875
2005-03-21,0,55,1.0,11,2,10.709677419354838,11,14,12,40,22,44,44,0,27,24,50,33,21,7,23,44,54,50,51,32,9,11,1,7,28,78,1,47,900,47,27,5,10,19,3,53,17,34,25,46,14,20,28,27,41,12,22,31,47,4,14,12,56,11,21,19,30,31,4,38,1,31,26,0,26,12,25,6,39,19,33,14,40,46,11,49,39,24,28,7,15,35,30,9,45,81,31,32,22,6,41,23,51,10565.3896484375
2005-03-22,0,59,1.07,11,3,10.64516129032258,13,14,12,45,31,38,49,0,21,25,46,40,21,5,25,45,56,40,47,32,8,15,1,4,28,82,1,39,800,46,23,4,9,32,3,53,12,37,26,38,15,22,27,30,41,16,27,40,67,5,100,14,44,11,28,19,30,34,3,27,1,32,23,0,26,8,25,4,41,23,34,14,34,42,9,52,56,21,35,21,59,34,32,8,41,56,30,41,16,6,45,22,46,10470.509765625
2005-03-23,0,72,1.22,14,3,10.580645161290322,13,14,13,46,14,65,47,0,24,19,44,38,23,5,25,56,50,40,49,21,8,19,1,7,21,75,1,39,800,50,25,8,10,23,3,51,13,37,24,48,17,17,27,27,41,16,27,48,50,5,15,13,51,10,21,20,28,33,4,23,1,33,24,0,23,14,26,6,43,23,33,14,30,52,6,37,19,21,33,36,16,36,32,14,41,57,25,45,19,5,45,22,44,10456.01953125
2005-03-24,0,71,0.99,14,3,10.516129032258064,15,14,10,47,31,55,41,0,21,19,46,38,21,6,23,45,56,41,48,23,8,15,2,8,24,73,2,43,700,51,31,6,11,24,4,51,15,28,25,40,11,17,26,31,36,14,21,37,55,5,12,15,56,10,19,21,27,28,5,34,0,31,26,0,17,14,25,4,45,19,28,15,26,47,7,45,20,19,25,26,16,34,28,8,42,56,28,39,18,5,53,14,45,10442.8701171875
2005-03-25,0,65,0.92,13,3,10.451612903225808,9,14,13,53,24,31,34,0,23,12,51,32,20,4,23,42,45,30,35,20,8,11,1,5,17,69,1,40,600,50,30,4,10,27,4,53,16,31,19,50,20,16,27,23,37,14,18,37,38,5,12,12,48,11,15,18,19,19,4,33,1,30,32,0,28,8,22,5,39,15,25,15,34,48,7,41,24,30,28,12,14,24,38,9,42,46,30,34,21,4,51,19,48,10442.8701171875
2005-03-26,0,36,0.55,7,2,10.387096774193546,10,15,8,53,17,24,37,0,16,19,38,44,24,2,23,32,38,35,34,17,8,10,1,10,14,56,0,37,800,36,37,3,9,20,4,57,13,25,17,54,16,6,28,12,35,9,23,34,60,4,11,15,37,10,13,17,21,27,5,22,1,30,39,0,23,14,15,9,36,10,24,17,44,38,6,27,79,26,30,17,15,22,45,9,46,34,36,16,24,3,56,16,57,10442.8701171875
2005-03-27,0,30,0.83,6,1,10.322580645161286,8,15,8,47,27,42,36,0,15,15,33,30,20,5,24,54,43,41,40,19,7,10,1,4,21,54,1,49,800,33,34,4,8,20,6,61,14,40,13,52,11,7,28,11,36,21,25,24,54,4,12,13,36,10,21,18,26,24,5,35,1,32,36,0,13,14,15,5,31,15,30,19,52,33,6,32,22,16,34,23,17,24,40,8,51,38,36,21,24,3,50,15,59,10442.8701171875
2005-03-28,0,62,2.07,12,3,10.258064516129034,10,13,12,34,23,42,44,0,20,19,45,33,21,6,25,47,52,40,54,28,8,12,2,8,24,67,1,44,1000,45,28,4,14,27,4,54,16,43,24,47,9,16,28,24,40,33,26,27,56,5,13,12,52,10,21,18,26,22,5,30,1,30,30,0,31,15,25,5,40,16,23,16,41,40,8,48,27,26,26,15,16,38,30,6,44,79,33,11,21,5,46,19,40,10485.650390625
2005-03-29,0,60,0.97,12,3,10.193548387096774,15,14,10,42,15,56,45,0,24,19,49,31,24,6,24,42,57,47,56,23,9,8,2,8,35,74,1,45,800,52,28,5,15,27,3,51,26,43,28,46,9,14,28,32,39,20,23,38,62,4,13,11,61,10,20,19,27,27,4,27,0,32,24,0,16,12,26,5,44,20,28,15,32,48,12,42,19,18,36,28,16,30,37,11,44,64,31,42,20,6,41,22,41,10405.7001953125
2005-03-30,0,65,1.08,13,3,10.129032258064516,10,14,12,43,28,61,44,0,27,25,49,43,21,6,24,47,52,43,52,27,9,10,1,5,22,77,1,44,700,52,28,5,14,23,3,51,18,34,25,42,12,16,27,34,38,25,21,43,85,4,13,12,65,9,20,19,27,27,4,31,0,30,25,0,19,12,25,6,45,17,31,14,31,47,12,44,20,19,28,24,16,33,27,4,43,43,26,24,18,5,45,22,40,10540.9296875
2005-03-31,0,67,1.03,13,3,10.064516129032258,11,13,12,46,18,49,45,0,27,18,47,50,21,5,25,46,50,47,45,25,9,10,2,10,32,71,2,50,800,50,30,6,11,31,3,51,26,38,25,45,18,17,27,34,36,20,18,46,44,4,13,13,57,10,19,20,28,27,3,26,0,31,24,0,42,11,28,4,40,17,35,14,28,42,7,47,1,24,31,21,15,40,28,6,41,55,30,24,20,5,47,31,38,10503.759765625
2005-04-01,0,78,1.16,15,3,10.0,13,13,12,51,21,57,40,0,22,24,48,32,20,4,23,49,43,43,47,21,7,9,2,10,26,69,0,41,700,49,26,6,12,25,3,49,16,23,23,40,21,21,26,23,38,16,27,28,49,4,12,13,46,10,24,19,24,26,4,33,1,28,30,0,26,15,24,6,43,15,28,15,31,41,9,42,21,17,23,23,15,21,28,9,41,76,35,20,20,4,51,14,43,10404.2998046875
2005-04-02,0,43,0.55,8,2,9.933333333333334,11,14,9,53,25,57,39,0,24,15,41,31,27,3,23,68,42,30,31,11,7,10,1,7,12,63,0,30,1000,36,34,3,9,21,4,56,26,31,15,33,17,14,28,10,34,17,37,41,32,4,11,14,38,11,20,18,24,16,6,33,1,27,44,0,52,12,15,5,53,17,28,17,44,43,9,23,32,19,28,17,15,23,36,7,46,27,41,30,21,3,51,11,53,10404.2998046875
2005-04-03,0,33,0.77,6,1,9.866666666666667,6,16,12,43,21,32,31,0,24,16,32,39,22,5,24,55,35,38,23,18,8,9,2,12,18,67,1,46,800,32,32,5,8,35,4,55,24,28,16,32,25,7,30,19,38,24,17,28,75,4,12,14,48,9,19,18,28,30,5,55,1,30,40,0,21,10,16,3,34,15,38,17,46,53,9,34,31,19,37,18,16,25,38,5,50,18,40,28,22,4,45,14,46,10404.2998046875
2005-04-04,0,66,2.0,13,3,9.8,10,19,10,31,24,62,37,0,20,15,36,22,25,5,28,54,43,48,52,17,9,10,0,8,17,59,2,41,800,31,22,5,8,35,3,56,11,44,18,36,38,9,28,33,41,17,33,16,67,4,13,8,64,10,31,20,37,37,6,67,0,28,40,0,33,5,18,6,37,18,23,15,34,53,11,40,1,49,31,14,17,35,43,17,44,34,34,38,26,5,53,14,42,10421.1396484375
2005-04-05,0,1,0.02,0,0,9.733333333333333,10,19,10,31,24,62,37,0,20,15,36,22,25,5,28,54,43,48,52,17,9,10,0,8,17,59,2,41,800,31,22,5,8,35,3,56,11,44,18,36,38,9,28,33,41,17,33,16,67,4,13,8,64,10,31,20,37,37,6,67,0,28,40,0,33,5,18,6,37,18,23,15,34,53,11,40,1,49,31,14,17,35,43,17,44,34,34,38,26,5,53,14,42,10421.1396484375
2005-04-06,0,81,81.0,16,4,9.666666666666666,15,13,13,43,25,47,50,0,35,15,47,47,24,5,25,51,73,47,55,32,10,9,2,4,19,85,2,46,800,53,31,6,11,35,3,51,10,38,27,50,10,17,28,38,37,28,22,36,92,4,14,12,53,10,28,20,30,28,4,31,1,35,20,0,25,16,27,7,40,22,33,13,27,43,11,62,39,21,30,13,16,30,28,7,42,37,33,19,17,6,45,27,33,10486.01953125
2005-04-07,0,62,0.77,12,3,9.6,12,14,12,42,24,59,46,0,28,21,43,32,23,5,24,56,69,43,49,22,8,10,2,12,18,73,1,41,900,50,26,6,12,37,3,51,8,30,28,39,17,17,27,30,35,23,19,33,62,4,13,13,62,10,23,21,31,35,4,30,1,31,24,0,32,10,25,4,44,22,30,14,37,38,13,49,32,28,30,23,15,39,28,8,41,64,28,32,18,5,51,21,37,10546.3203125
2005-04-08,0,52,0.84,10,2,9.533333333333333,12,15,9,54,21,46,39,0,30,21,46,38,24,5,24,41,55,49,48,22,10,10,1,7,18,77,1,38,900,44,28,5,12,25,4,49,7,46,22,45,17,19,27,25,35,21,23,38,67,4,13,13,63,9,26,20,28,27,5,31,1,32,30,0,20,10,22,6,40,16,37,15,35,37,8,44,63,20,25,27,14,31,33,8,41,51,35,45,21,5,52,21,37,10461.33984375
2005-04-09,0,36,0.69,7,2,9.466666666666667,10,14,11,56,17,32,37,0,31,14,39,41,27,4,21,43,41,41,26,17,8,8,2,8,21,73,1,45,900,36,33,4,8,27,4,56,4,31,14,44,22,13,28,13,34,19,28,27,55,4,13,16,40,10,20,18,22,16,4,57,1,27,40,0,14,10,15,5,45,15,31,18,44,24,3,31,68,15,31,18,15,18,42,7,46,54,36,24,22,3,53,15,45,10461.33984375
2005-04-10,0,64,1.78,12,3,9.4,9,16,10,45,14,35,36,0,32,20,36,33,28,6,25,32,52,54,37,23,10,10,1,8,20,67,0,38,900,32,31,4,7,31,4,60,4,28,14,52,13,9,31,16,36,20,33,32,63,4,13,14,49,11,19,19,31,22,4,15,1,28,35,0,42,10,16,8,40,18,22,17,33,44,8,28,34,19,27,23,16,32,38,9,48,44,47,64,23,4,53,16,39,10461.33984375
2005-04-11,0,57,0.89,11,3,9.333333333333334,13,13,10,41,28,49,49,0,43,25,47,39,31,6,27,53,56,56,54,31,11,13,2,10,30,81,1,45,700,47,28,6,10,31,3,54,7,48,24,45,11,18,27,38,40,25,23,33,72,5,14,16,56,10,24,20,30,33,4,37,0,32,24,0,18,15,25,9,44,23,32,13,35,47,9,50,25,16,26,18,16,38,33,4,44,60,39,67,21,6,42,19,39,10448.5595703125
2005-04-12,0,91,1.6,18,4,9.266666666666667,13,14,12,41,23,56,48,0,48,24,51,28,28,6,24,50,54,43,50,22,8,9,1,7,25,78,1,48,800,48,28,6,13,30,3,53,6,32,25,56,18,18,27,35,39,31,23,22,47,4,13,14,54,10,18,19,33,31,4,28,1,33,23,0,34,16,26,9,46,22,28,14,31,44,7,54,18,26,38,22,15,30,27,6,41,72,33,34,20,5,42,25,44,10507.9697265625
2005-04-13,0,60,0.66,12,3,9.2,14,14,13,44,27,30,45,0,51,22,47,28,33,5,25,65,57,46,57,23,10,12,1,6,35,78,1,42,800,50,28,6,10,42,3,51,6,59,27,40,12,16,28,31,37,28,22,33,73,4,13,16,54,10,28,19,31,28,5,33,1,33,23,0,23,14,24,8,40,24,36,13,34,43,11,52,18,24,28,21,15,38,27,2,42,56,34,35,20,5,42,28,36,10403.9296875
2005-04-14,0,73,1.22,14,3,9.133333333333333,12,15,12,48,22,38,46,0,66,20,51,37,39,5,25,51,56,45,48,25,11,11,2,5,21,74,1,52,900,50,28,6,11,34,3,52,6,50,27,43,10,17,27,23,35,28,24,43,65,4,14,11,53,9,22,22,35,35,3,28,0,32,23,0,24,12,25,9,42,21,38,13,28,40,11,52,28,21,33,32,15,28,26,5,41,70,32,28,18,6,52,24,38,10278.75
2005-04-15,0,78,1.07,15,3,9.066666666666666,15,12,12,53,28,37,33,0,93,17,50,34,47,5,23,50,56,35,45,21,8,8,2,9,24,69,1,38,800,56,33,5,12,24,4,51,9,28,26,44,14,18,28,31,37,38,22,36,55,4,13,12,53,10,25,18,28,28,4,23,1,31,27,0,20,12,22,10,38,21,39,13,31,47,9,47,20,24,33,19,14,30,25,9,39,94,34,20,20,5,54,23,42,10087.509765625
2005-04-16,0,57,0.73,11,3,9.0,11,16,12,59,25,62,34,0,28,14,39,50,27,3,23,38,40,35,24,19,8,9,2,9,16,60,1,41,900,46,36,3,11,30,3,56,3,19,14,40,5,8,28,17,33,31,27,18,37,4,12,17,41,10,14,18,22,24,4,22,0,28,39,0,14,10,16,5,39,16,27,17,33,39,7,18,34,12,31,12,14,28,34,9,44,44,49,16,22,4,55,16,44,10087.509765625
2005-04-17,0,54,0.95,10,2,8.933333333333334,12,16,15,48,23,41,38,0,8,16,31,32,18,6,25,46,56,55,27,17,8,7,2,8,19,68,1,45,900,30,24,6,7,23,5,59,2,19,14,50,11,6,31,17,35,21,14,26,72,4,13,18,37,11,17,18,32,27,4,35,2,33,37,0,28,7,16,5,46,17,33,17,50,51,8,34,34,19,36,18,15,41,41,17,49,49,46,33,24,4,57,19,41,10087.509765625
2005-04-18,0,82,1.52,16,4,8.866666666666667,14,13,12,41,28,45,47,0,21,27,46,45,19,7,23,55,56,57,47,24,10,9,3,11,32,74,1,43,800,46,28,6,12,33,3,53,6,34,24,43,9,16,28,18,40,12,31,36,68,4,14,12,59,9,21,21,32,33,4,37,1,34,24,0,12,19,26,9,43,25,32,14,36,45,13,49,38,19,32,8,16,40,32,16,45,44,37,27,22,6,46,30,39,10071.25
2005-04-19,0,87,1.06,17,4,8.8,14,14,13,44,28,56,48,0,23,23,43,34,18,6,25,65,50,56,48,21,8,11,2,10,30,72,1,47,600,47,28,7,9,30,3,53,8,27,25,46,13,18,28,27,38,11,23,36,80,4,14,13,53,9,26,20,33,36,4,42,1,39,22,0,25,13,25,9,38,25,27,13,33,40,12,50,28,21,31,22,18,41,28,9,42,48,36,22,17,6,47,24,35,10127.41015625
2005-04-20,0,71,0.82,14,3,8.733333333333334,14,15,9,45,23,62,50,0,17,21,45,36,18,5,24,64,61,56,53,23,8,9,2,4,26,76,2,44,800,48,30,6,11,31,3,50,4,36,27,45,11,17,28,16,37,12,26,43,67,4,14,11,66,10,23,18,34,31,4,42,1,47,22,0,25,13,27,13,45,20,35,13,31,44,11,54,28,17,31,24,15,38,23,10,40,62,35,49,15,5,45,23,35,10012.3603515625
2005-04-21,0,63,0.89,12,3,8.666666666666666,13,16,11,44,28,41,42,0,17,23,43,45,17,5,23,53,61,53,53,18,10,9,2,5,28,78,2,41,800,45,32,6,11,31,4,53,5,28,27,41,9,22,27,34,37,11,25,30,77,4,14,12,54,10,22,21,33,31,3,28,1,39,24,1,25,10,24,8,45,25,37,13,31,36,9,46,26,20,32,22,14,37,28,4,40,43,31,52,21,6,49,20,36,10218.599609375
2005-04-22,0,84,1.33,16,4,8.6,11,14,11,53,20,34,44,0,17,19,42,36,13,4,23,52,55,55,38,31,8,9,3,3,21,68,2,41,800,44,30,6,12,28,3,51,10,26,25,45,12,20,27,33,35,20,23,32,76,5,12,12,48,10,23,18,30,30,3,27,1,37,30,0,17,14,21,6,46,17,32,14,27,40,8,51,31,22,30,21,14,34,27,3,41,36,38,10,20,5,51,18,31,10157.7099609375
2005-04-23,0,48,0.57,9,2,8.533333333333333,10,12,11,55,28,38,37,0,11,16,37,53,12,3,23,35,38,38,33,28,7,11,1,6,13,56,0,35,800,33,27,4,7,26,4,59,5,46,18,56,15,14,31,21,35,25,21,23,43,3,12,12,37,11,23,16,26,13,6,27,0,35,42,0,13,9,15,2,44,15,31,17,31,37,10,36,1,28,27,16,13,24,34,7,45,45,42,30,23,3,53,19,44,10157.7099609375
2005-04-24,0,40,0.83,8,2,8.466666666666667,9,14,8,42,18,53,39,0,10,21,32,34,15,5,26,55,44,33,28,21,9,8,1,5,14,66,2,36,700,33,28,3,7,35,3,52,3,22,17,54,17,10,30,9,37,23,26,26,68,4,13,14,44,12,21,17,32,43,5,35,0,33,39,0,38,10,16,6,44,19,31,17,36,39,9,39,31,22,39,13,16,33,47,3,46,44,38,28,24,3,62,23,43,10157.7099609375
2005-04-25,0,62,1.55,12,3,8.4,15,15,11,43,24,51,56,0,17,25,46,37,18,7,23,48,59,47,54,21,10,9,2,8,24,72,1,48,800,48,34,4,13,43,3,53,7,40,24,50,22,18,31,16,39,21,19,34,74,5,14,11,48,9,23,19,35,36,5,39,1,38,24,0,18,10,24,9,47,24,34,15,33,49,10,59,18,23,33,19,15,28,33,7,45,50,34,17,24,5,41,24,37,10242.4697265625
2005-04-26,0,78,1.26,15,3,8.333333333333334,11,13,13,41,20,67,47,0,17,28,45,33,16,6,26,64,62,50,52,22,10,11,2,8,28,83,1,41,800,46,27,5,15,38,4,51,7,36,22,42,13,16,27,27,36,19,28,33,68,4,14,13,53,10,23,19,37,43,5,22,0,37,24,0,25,13,25,10,43,21,31,13,28,49,10,49,42,19,36,11,15,47,28,7,43,65,31,26,19,5,49,25,35,10151.1298828125
2005-04-27,0,66,0.85,13,3,8.266666666666666,14,15,11,45,28,38,41,0,19,24,43,44,14,6,26,49,61,56,52,25,9,9,1,11,23,78,1,44,800,47,27,6,11,44,3,51,10,32,27,34,11,15,28,31,39,23,18,35,83,4,14,14,66,9,25,22,36,34,5,25,1,35,23,0,18,15,26,10,43,28,28,14,31,41,10,51,36,22,39,28,15,41,30,6,41,50,32,39,21,6,45,26,35,10198.7998046875
2005-04-28,0,66,1.0,13,3,8.2,11,15,13,47,26,51,47,0,18,21,44,41,15,5,28,57,54,51,53,24,8,11,2,7,30,66,1,38,800,47,26,4,12,32,4,52,7,28,26,45,6,18,28,32,37,17,18,34,74,4,13,13,50,8,25,18,36,41,5,44,0,34,23,0,22,11,26,7,42,25,33,13,32,47,11,54,18,22,35,9,15,41,24,4,39,53,32,26,18,5,49,23,36,10070.3701171875
2005-04-29,0,67,1.02,13,3,8.133333333333333,11,15,10,53,24,56,41,0,17,16,45,50,17,4,24,56,57,46,43,23,7,12,2,7,28,74,1,39,800,42,28,4,12,33,4,49,7,28,24,45,12,23,28,26,35,15,17,36,65,4,13,14,41,10,19,18,33,34,6,18,0,32,31,0,8,11,23,8,42,19,36,14,26,49,9,56,49,23,31,17,15,28,30,2,38,59,34,14,20,5,54,23,38,10192.509765625
2005-04-30,0,30,0.45,6,1,8.066666666666666,9,15,12,59,22,37,34,0,8,19,39,40,14,3,25,35,45,38,41,16,8,10,1,4,23,70,2,38,900,37,31,2,10,18,4,56,3,41,18,47,11,12,30,15,35,14,16,23,67,4,12,15,41,11,14,15,26,21,7,20,1,32,42,0,38,10,15,4,41,15,28,19,33,28,9,35,30,27,30,8,15,28,42,5,45,26,44,36,22,3,56,18,45,10192.509765625
2005-05-01,0,55,1.83,11,2,8.0,10,15,9,48,18,28,37,0,9,16,36,17,15,4,25,54,48,45,31,20,8,10,2,7,24,66,1,35,800,34,32,4,10,31,4,55,3,34,13,45,15,9,34,14,33,13,22,24,51,4,13,13,38,11,28,17,32,33,4,28,1,33,40,0,38,10,17,2,46,20,33,17,37,40,9,34,1,19,26,18,16,31,42,8,46,22,42,36,26,4,54,15,48,10192.509765625
2005-05-02,0,67,1.22,13,3,8.0,14,16,13,47,23,51,43,0,16,23,45,45,16,7,22,65,56,55,48,22,10,13,1,12,28,76,2,47,800,48,33,6,12,32,3,51,6,28,24,45,18,19,28,31,38,17,24,38,87,5,14,12,59,11,30,19,37,33,6,28,1,35,24,0,28,16,27,5,48,19,28,15,28,48,8,52,35,26,37,21,15,30,33,7,45,49,34,38,20,6,43,22,38,10251.7001953125
2005-05-03,0,67,1.0,13,3,8.0,13,14,11,48,27,47,47,0,17,22,45,41,16,6,28,55,57,53,49,27,9,13,2,7,15,75,1,45,900,51,31,6,12,35,3,52,3,21,25,42,17,21,28,30,39,19,18,44,85,4,13,13,52,10,23,21,37,38,5,34,1,37,23,0,19,12,26,5,39,23,34,14,33,42,11,54,17,26,38,17,16,46,34,6,42,70,34,25,20,5,47,26,36,10256.9501953125
2005-05-04,0,53,0.79,10,2,8.0,12,14,9,53,20,54,45,0,16,19,44,43,16,4,25,57,62,53,50,23,8,15,2,6,28,73,1,44,800,49,28,4,11,41,3,51,6,31,26,49,11,16,28,26,35,17,23,45,60,5,13,12,48,9,28,20,35,39,4,31,0,34,23,0,44,18,24,7,44,21,32,13,34,46,10,45,18,23,36,12,15,42,28,5,39,74,34,51,20,6,47,28,35,10384.6396484375
2005-05-05,0,48,0.91,9,2,8.0,11,16,11,52,23,40,45,0,13,19,44,35,17,6,25,59,54,45,42,23,7,13,1,8,21,77,1,39,1000,45,30,4,13,36,4,49,7,31,25,53,12,16,26,28,36,16,23,42,74,4,13,12,48,11,23,20,37,35,4,48,1,35,24,0,18,14,24,7,46,25,32,15,27,41,10,47,18,27,36,25,15,34,25,11,41,65,33,17,17,6,45,24,38,10340.3798828125
